Date,Time,Level,Entry
2025-10-22,09:36:54,INFO,Logger initialized and ready.
2025-10-22,09:36:55,INPUT,User_Input_MenuChoice: 1
2025-10-22,09:36:55,INFO,Monitoring process started.
2025-10-22,09:39:25,STATUS,CPU: 3.5%, RAM: 71.9%
2025-10-22,09:39:29,STATUS,CPU: 11.6%, RAM: 71.4%
2025-10-22,09:39:30,INPUT,User_Input_MenuChoice: 40
2025-10-22,09:39:33,STATUS,CPU: 20.1%, RAM: 71.8%
2025-10-22,09:39:34,INFO,ALARM RESET: CPU is back to 25.6% | Note: critical status on CPU usage
2025-10-22,09:39:37,STATUS,CPU: 13.5%, RAM: 72.7%
2025-10-22,09:39:38,ALARM,ALARM TRIGGERED: CPU is 11.5% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:39:41,STATUS,CPU: 6.5%, RAM: 71.8%
2025-10-22,09:39:42,INFO,ALARM RESET: CPU is back to 30.2% | Note: critical status on CPU usage
2025-10-22,09:39:45,STATUS,CPU: 11.0%, RAM: 71.6%
2025-10-22,09:39:46,ALARM,ALARM TRIGGERED: CPU is 3.5% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:39:49,STATUS,CPU: 8.8%, RAM: 71.6%
2025-10-22,09:39:50,INFO,ALARM RESET: CPU is back to 27.8% | Note: critical status on CPU usage
2025-10-22,09:39:53,STATUS,CPU: 4.2%, RAM: 71.6%
2025-10-22,09:39:54,ALARM,ALARM TRIGGERED: CPU is 14.3% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:39:57,STATUS,CPU: 8.0%, RAM: 71.7%
2025-10-22,09:40:01,STATUS,CPU: 7.0%, RAM: 71.8%
2025-10-22,09:40:05,STATUS,CPU: 25.8%, RAM: 71.8%
2025-10-22,09:40:09,STATUS,CPU: 9.0%, RAM: 71.8%
2025-10-22,09:40:13,STATUS,CPU: 32.6%, RAM: 72.7%
2025-10-22,09:40:14,INFO,ALARM RESET: CPU is back to 35.0% | Note: critical status on CPU usage
2025-10-22,09:40:17,STATUS,CPU: 43.7%, RAM: 72.9%
2025-10-22,09:40:21,STATUS,CPU: 14.4%, RAM: 72.9%
2025-10-22,09:40:22,ALARM,ALARM TRIGGERED: CPU is 10.9% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:40:25,STATUS,CPU: 19.1%, RAM: 72.2%
2025-10-22,09:40:29,STATUS,CPU: 3.0%, RAM: 72.1%
2025-10-22,09:40:33,STATUS,CPU: 4.0%, RAM: 72.0%
2025-10-22,09:40:37,STATUS,CPU: 42.5%, RAM: 73.0%
2025-10-22,09:40:38,INFO,ALARM RESET: CPU is back to 42.9% | Note: critical status on CPU usage
2025-10-22,09:40:40,INPUT,User_Input_MenuChoice: 1
2025-10-22,09:40:41,STATUS,CPU: 44.5%, RAM: 73.9%
2025-10-22,09:40:41,INPUT,User_Input_MenuChoice: 1
2025-10-22,09:40:42,ALARM,ALARM TRIGGERED: CPU is 12.4% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:40:45,INPUT,User_Input_MenuChoice: 1
2025-10-22,09:40:45,STATUS,CPU: 14.0%, RAM: 73.5%
2025-10-22,09:40:46,INFO,ALARM RESET: CPU is back to 31.8% | Note: critical status on CPU usage
2025-10-22,09:40:49,STATUS,CPU: 8.7%, RAM: 73.3%
2025-10-22,09:40:53,STATUS,CPU: 25.5%, RAM: 73.2%
2025-10-22,09:40:57,STATUS,CPU: 39.2%, RAM: 73.1%
2025-10-22,09:41:01,STATUS,CPU: 44.3%, RAM: 73.4%
2025-10-22,09:41:05,STATUS,CPU: 18.3%, RAM: 73.3%
2025-10-22,09:41:06,ALARM,ALARM TRIGGERED: CPU is 10.4% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:41:09,STATUS,CPU: 10.2%, RAM: 72.5%
2025-10-22,09:41:13,STATUS,CPU: 4.5%, RAM: 72.6%
2025-10-22,09:41:17,STATUS,CPU: 4.7%, RAM: 72.6%
2025-10-22,09:41:21,STATUS,CPU: 6.3%, RAM: 72.6%
2025-10-22,09:41:25,STATUS,CPU: 4.5%, RAM: 72.6%
2025-10-22,09:41:29,STATUS,CPU: 18.5%, RAM: 72.5%
2025-10-22,09:41:33,STATUS,CPU: 4.5%, RAM: 72.6%
2025-10-22,09:41:37,STATUS,CPU: 21.4%, RAM: 72.6%
2025-10-22,09:41:41,STATUS,CPU: 4.7%, RAM: 72.6%
2025-10-22,09:41:45,STATUS,CPU: 18.5%, RAM: 72.6%
2025-10-22,09:41:49,STATUS,CPU: 13.3%, RAM: 72.6%
2025-10-22,09:41:53,STATUS,CPU: 39.0%, RAM: 73.3%
2025-10-22,09:41:54,INFO,ALARM RESET: CPU is back to 31.9% | Note: critical status on CPU usage
2025-10-22,09:41:57,STATUS,CPU: 33.2%, RAM: 72.8%
2025-10-22,09:42:01,STATUS,CPU: 38.9%, RAM: 73.5%
2025-10-22,09:42:05,STATUS,CPU: 3.5%, RAM: 73.8%
2025-10-22,09:42:06,ALARM,ALARM TRIGGERED: CPU is 5.5% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:42:09,STATUS,CPU: 16.6%, RAM: 73.1%
2025-10-22,09:42:10,INFO,ALARM RESET: CPU is back to 39.3% | Note: critical status on CPU usage
2025-10-22,09:42:13,STATUS,CPU: 11.0%, RAM: 73.9%
2025-10-22,09:42:17,STATUS,CPU: 30.3%, RAM: 73.5%
2025-10-22,09:42:18,ALARM,ALARM TRIGGERED: CPU is 22.7% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:42:21,STATUS,CPU: 6.0%, RAM: 73.4%
2025-10-22,09:42:25,STATUS,CPU: 28.1%, RAM: 73.1%
2025-10-22,09:42:29,STATUS,CPU: 2.8%, RAM: 73.0%
2025-10-22,09:42:33,STATUS,CPU: 3.7%, RAM: 73.1%
2025-10-22,09:42:37,STATUS,CPU: 20.0%, RAM: 73.4%
2025-10-22,09:42:38,INFO,ALARM RESET: CPU is back to 43.7% | Note: critical status on CPU usage
2025-10-22,09:42:41,STATUS,CPU: 25.5%, RAM: 73.7%
2025-10-22,09:42:42,ALARM,ALARM TRIGGERED: CPU is 6.0% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:42:45,STATUS,CPU: 3.5%, RAM: 73.6%
2025-10-22,09:42:49,STATUS,CPU: 13.1%, RAM: 72.5%
2025-10-22,09:42:53,STATUS,CPU: 3.2%, RAM: 72.5%
2025-10-22,09:42:57,STATUS,CPU: 4.8%, RAM: 72.7%
2025-10-22,09:43:01,STATUS,CPU: 5.5%, RAM: 73.1%
2025-10-22,09:43:02,INFO,ALARM RESET: CPU is back to 28.1% | Note: critical status on CPU usage
2025-10-22,09:43:05,STATUS,CPU: 9.2%, RAM: 73.3%
2025-10-22,09:43:06,ALARM,ALARM TRIGGERED: CPU is 21.6% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:43:09,STATUS,CPU: 11.1%, RAM: 73.3%
2025-10-22,09:43:13,STATUS,CPU: 3.0%, RAM: 73.2%
2025-10-22,09:43:17,STATUS,CPU: 13.7%, RAM: 73.3%
2025-10-22,09:43:21,STATUS,CPU: 2.8%, RAM: 73.3%
2025-10-22,09:43:22,INFO,ALARM RESET: CPU is back to 33.6% | Note: critical status on CPU usage
2025-10-22,09:43:25,STATUS,CPU: 19.9%, RAM: 73.4%
2025-10-22,09:43:29,STATUS,CPU: 14.8%, RAM: 73.3%
2025-10-22,09:43:30,ALARM,ALARM TRIGGERED: CPU is 8.2% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:43:33,STATUS,CPU: 3.8%, RAM: 73.1%
2025-10-22,09:43:37,STATUS,CPU: 8.5%, RAM: 73.0%
2025-10-22,09:43:41,STATUS,CPU: 6.5%, RAM: 73.0%
2025-10-22,09:43:42,INFO,ALARM RESET: CPU is back to 31.3% | Note: critical status on CPU usage
2025-10-22,09:43:45,STATUS,CPU: 14.3%, RAM: 73.3%
2025-10-22,09:43:46,ALARM,ALARM TRIGGERED: CPU is 8.7% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:43:49,STATUS,CPU: 11.5%, RAM: 73.2%
2025-10-22,09:43:53,STATUS,CPU: 2.8%, RAM: 73.2%
2025-10-22,09:43:58,STATUS,CPU: 3.8%, RAM: 73.0%
2025-10-22,09:44:02,STATUS,CPU: 13.7%, RAM: 73.7%
2025-10-22,09:44:06,STATUS,CPU: 12.0%, RAM: 73.7%
2025-10-22,09:44:07,INFO,ALARM RESET: CPU is back to 38.7% | Note: critical status on CPU usage
2025-10-22,09:44:10,STATUS,CPU: 15.7%, RAM: 74.3%
2025-10-22,09:44:11,ALARM,ALARM TRIGGERED: CPU is 9.1% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:44:14,STATUS,CPU: 24.9%, RAM: 73.8%
2025-10-22,09:44:18,STATUS,CPU: 17.2%, RAM: 74.4%
2025-10-22,09:44:22,STATUS,CPU: 5.2%, RAM: 73.6%
2025-10-22,09:44:26,STATUS,CPU: 19.8%, RAM: 73.5%
2025-10-22,09:44:30,STATUS,CPU: 3.3%, RAM: 73.4%
2025-10-22,09:44:34,STATUS,CPU: 8.5%, RAM: 73.5%
2025-10-22,09:44:38,STATUS,CPU: 9.3%, RAM: 73.5%
2025-10-22,09:44:39,INFO,ALARM RESET: CPU is back to 38.7% | Note: critical status on CPU usage
2025-10-22,09:44:42,STATUS,CPU: 29.2%, RAM: 74.7%
2025-10-22,09:44:43,ALARM,ALARM TRIGGERED: CPU is 12.1% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:44:46,STATUS,CPU: 33.3%, RAM: 75.7%
2025-10-22,09:44:47,INFO,ALARM RESET: CPU is back to 33.8% | Note: critical status on CPU usage
2025-10-22,09:44:50,STATUS,CPU: 40.3%, RAM: 75.5%
2025-10-22,09:44:54,STATUS,CPU: 4.5%, RAM: 75.7%
2025-10-22,09:44:55,ALARM,ALARM TRIGGERED: CPU is 17.0% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:44:58,STATUS,CPU: 22.7%, RAM: 76.5%
2025-10-22,09:44:59,INFO,ALARM RESET: CPU is back to 51.2% | Note: critical status on CPU usage
2025-10-22,09:45:02,STATUS,CPU: 47.6%, RAM: 71.4%
2025-10-22,09:45:06,STATUS,CPU: 7.2%, RAM: 70.6%
2025-10-22,09:45:07,ALARM,ALARM TRIGGERED: CPU is 14.8% which is < 25.0% | Note: critical status on CPU usage
2025-10-22,09:45:10,STATUS,CPU: 29.2%, RAM: 70.6%
2025-10-22,09:45:14,STATUS,CPU: 23.4%, RAM: 71.0%
2025-10-22,09:45:18,STATUS,CPU: 21.6%, RAM: 71.4%
2025-10-22,09:45:19,INFO,ALARM RESET: CPU is back to 25.3% | Note: critical status on CPU usage
2025-10-22,09:45:22,STATUS,CPU: 42.1%, RAM: 71.3%
2025-10-22,09:45:26,STATUS,CPU: 42.3%, RAM: 71.3%
2025-10-22,09:45:30,STATUS,CPU: 50.3%, RAM: 74.3%
2025-10-22,09:45:34,STATUS,CPU: 37.3%, RAM: 78.3%
2025-10-22,09:45:38,STATUS,CPU: 64.7%, RAM: 79.2%
2025-10-22,09:45:42,STATUS,CPU: 65.5%, RAM: 78.8%
2025-10-22,09:45:46,STATUS,CPU: 63.7%, RAM: 78.3%
2025-10-22,09:45:50,STATUS,CPU: 52.3%, RAM: 76.7%
2025-10-22,09:45:54,STATUS,CPU: 66.7%, RAM: 78.3%
2025-10-22,09:45:58,STATUS,CPU: 29.0%, RAM: 79.1%
2025-10-22,09:46:02,STATUS,CPU: 60.0%, RAM: 79.3%
2025-10-22,09:46:06,STATUS,CPU: 36.4%, RAM: 79.9%
2025-10-22,09:46:10,STATUS,CPU: 39.6%, RAM: 79.8%
2025-10-22,09:46:14,STATUS,CPU: 29.4%, RAM: 76.4%
2025-10-22,09:46:18,STATUS,CPU: 25.5%, RAM: 77.7%
2025-10-22,09:46:21,INPUT,User_Input_MenuChoice: 7
2025-10-22,09:46:21,INFO,Monitoring process stopped.
