Date,Time,Level,Entry
2025-10-23,12:41:09,INFO,Logger initialized and ready.
2025-10-23,12:41:11,INPUT,User_Input_MenuChoice: 6
2025-10-23,12:41:16,INPUT,User_Input_LogLines: 44444
2025-10-23,12:48:28,INPUT,User_Input_MenuChoice: 1
2025-10-23,12:48:28,INFO,Monitoring process started.
2025-10-23,12:48:29,STATUS,CPU: 6.7%, RAM: 73.4%
2025-10-23,12:48:34,INPUT,User_Input_MenuChoice: 3
2025-10-23,12:48:36,STATUS,CPU: 10.8%, RAM: 72.6%
2025-10-23,12:48:43,STATUS,CPU: 5.2%, RAM: 72.7%
2025-10-23,12:48:50,STATUS,CPU: 8.5%, RAM: 72.7%
2025-10-23,12:48:57,STATUS,CPU: 6.8%, RAM: 72.6%
2025-10-23,12:48:59,INFO,Alarm created: RAM > 90.0% | Warning! Hi CPU usage
2025-10-23,12:49:03,INPUT,User_Input_MenuChoice: 4
2025-10-23,12:49:04,STATUS,CPU: 10.0%, RAM: 74.1%
2025-10-23,12:49:11,STATUS,CPU: 3.5%, RAM: 74.1%
2025-10-23,12:49:18,STATUS,CPU: 13.1%, RAM: 74.2%
2025-10-23,12:49:20,INPUT,User_Input_MenuChoice: 2
2025-10-23,12:49:25,STATUS,CPU: 7.8%, RAM: 74.1%
2025-10-23,12:49:32,STATUS,CPU: 36.8%, RAM: 75.2%
2025-10-23,12:49:35,INPUT,User_Input_MenuChoice: 7
2025-10-23,12:49:38,INFO,Monitoring process stopped.
