Date,Time,Level,Entry
2025-10-22,09:29:48,INFO,Logger initialized and ready.
2025-10-22,09:29:50,INPUT,User_Input_MenuChoice: 1
2025-10-22,09:29:50,INFO,Monitoring process started.
2025-10-22,09:32:16,STATUS,CPU: 18.7%, RAM: 73.7%
2025-10-22,09:32:20,STATUS,CPU: 10.6%, RAM: 73.3%
2025-10-22,09:32:24,STATUS,CPU: 25.3%, RAM: 73.3%
2025-10-22,09:32:28,STATUS,CPU: 23.1%, RAM: 73.9%
2025-10-22,09:32:32,STATUS,CPU: 15.3%, RAM: 74.7%
2025-10-22,09:32:36,STATUS,CPU: 14.8%, RAM: 73.4%
2025-10-22,09:32:40,STATUS,CPU: 23.4%, RAM: 72.1%
2025-10-22,09:32:44,STATUS,CPU: 35.3%, RAM: 72.8%
2025-10-22,09:32:48,STATUS,CPU: 20.4%, RAM: 73.2%
2025-10-22,09:32:52,STATUS,CPU: 5.0%, RAM: 72.3%
2025-10-22,09:32:56,STATUS,CPU: 4.2%, RAM: 71.7%
2025-10-22,09:33:00,STATUS,CPU: 7.0%, RAM: 72.0%
2025-10-22,09:33:04,STATUS,CPU: 3.0%, RAM: 72.3%
2025-10-22,09:33:08,STATUS,CPU: 10.1%, RAM: 72.1%
2025-10-22,09:33:12,STATUS,CPU: 5.7%, RAM: 72.2%
2025-10-22,09:33:16,STATUS,CPU: 29.9%, RAM: 73.5%
2025-10-22,09:33:20,STATUS,CPU: 9.8%, RAM: 72.8%
2025-10-22,09:33:24,STATUS,CPU: 13.3%, RAM: 72.4%
2025-10-22,09:33:28,STATUS,CPU: 9.2%, RAM: 72.2%
2025-10-22,09:33:32,STATUS,CPU: 24.6%, RAM: 71.9%
2025-10-22,09:33:36,STATUS,CPU: 38.8%, RAM: 72.7%
2025-10-22,09:33:40,STATUS,CPU: 10.0%, RAM: 71.9%
2025-10-22,09:33:44,STATUS,CPU: 9.5%, RAM: 71.8%
2025-10-22,09:33:48,STATUS,CPU: 4.0%, RAM: 71.9%
2025-10-22,09:33:52,STATUS,CPU: 16.1%, RAM: 72.4%
2025-10-22,09:33:56,STATUS,CPU: 5.0%, RAM: 72.2%
2025-10-22,09:34:00,STATUS,CPU: 32.4%, RAM: 71.6%
2025-10-22,09:34:04,STATUS,CPU: 24.6%, RAM: 71.8%
2025-10-22,09:34:08,STATUS,CPU: 40.4%, RAM: 72.2%
2025-10-22,09:34:12,STATUS,CPU: 45.4%, RAM: 71.3%
2025-10-22,09:34:16,STATUS,CPU: 8.8%, RAM: 71.2%
2025-10-22,09:34:20,STATUS,CPU: 13.0%, RAM: 71.2%
2025-10-22,09:34:24,STATUS,CPU: 17.4%, RAM: 71.7%
2025-10-22,09:34:28,STATUS,CPU: 7.0%, RAM: 71.3%
2025-10-22,09:34:32,STATUS,CPU: 8.2%, RAM: 71.2%
2025-10-22,09:34:36,STATUS,CPU: 40.0%, RAM: 71.2%
2025-10-22,09:34:40,STATUS,CPU: 36.9%, RAM: 71.5%
2025-10-22,09:34:44,STATUS,CPU: 8.2%, RAM: 71.2%
2025-10-22,09:34:49,STATUS,CPU: 3.3%, RAM: 71.1%
2025-10-22,09:34:53,STATUS,CPU: 40.7%, RAM: 71.4%
2025-10-22,09:34:57,STATUS,CPU: 29.2%, RAM: 71.5%
2025-10-22,09:35:01,STATUS,CPU: 18.6%, RAM: 71.6%
2025-10-22,09:35:05,STATUS,CPU: 23.0%, RAM: 72.3%
2025-10-22,09:35:09,STATUS,CPU: 18.6%, RAM: 71.9%
2025-10-22,09:35:13,STATUS,CPU: 3.5%, RAM: 71.2%
2025-10-22,09:35:17,STATUS,CPU: 28.7%, RAM: 72.0%
2025-10-22,09:35:21,STATUS,CPU: 36.4%, RAM: 72.9%
2025-10-22,09:35:25,STATUS,CPU: 11.3%, RAM: 72.9%
2025-10-22,09:35:29,STATUS,CPU: 8.0%, RAM: 73.4%
2025-10-22,09:35:33,STATUS,CPU: 33.4%, RAM: 73.5%
2025-10-22,09:35:37,STATUS,CPU: 39.3%, RAM: 74.0%
2025-10-22,09:35:41,STATUS,CPU: 14.5%, RAM: 73.9%
2025-10-22,09:35:45,STATUS,CPU: 3.3%, RAM: 73.0%
2025-10-22,09:35:49,STATUS,CPU: 3.8%, RAM: 72.7%
2025-10-22,09:35:53,STATUS,CPU: 8.8%, RAM: 72.7%
2025-10-22,09:35:57,STATUS,CPU: 16.1%, RAM: 72.8%
2025-10-22,09:36:01,STATUS,CPU: 2.5%, RAM: 72.9%
2025-10-22,09:36:05,STATUS,CPU: 3.0%, RAM: 72.7%
2025-10-22,09:36:09,STATUS,CPU: 20.1%, RAM: 73.2%
2025-10-22,09:36:13,STATUS,CPU: 14.3%, RAM: 68.7%
2025-10-22,09:36:17,STATUS,CPU: 25.4%, RAM: 68.6%
2025-10-22,09:36:21,STATUS,CPU: 16.0%, RAM: 69.0%
2025-10-22,09:36:25,STATUS,CPU: 34.5%, RAM: 69.2%
2025-10-22,09:36:29,STATUS,CPU: 13.0%, RAM: 69.3%
2025-10-22,09:36:33,STATUS,CPU: 4.7%, RAM: 69.1%
2025-10-22,09:36:37,STATUS,CPU: 6.5%, RAM: 69.1%
2025-10-22,09:36:41,STATUS,CPU: 8.7%, RAM: 69.4%
2025-10-22,09:36:45,STATUS,CPU: 13.4%, RAM: 69.4%
2025-10-22,09:36:48,INPUT,User_Input_MenuChoice: 7
2025-10-22,09:36:49,STATUS,CPU: 4.8%, RAM: 69.6%
2025-10-22,09:36:50,INFO,Monitoring process stopped.
